,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,A_MEAN
854,AL,11500,"Anniston-Oxford-Jacksonville, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,"43,690"
855,AL,11500,"Anniston-Oxford-Jacksonville, AL",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,"58,050"
856,AL,11500,"Anniston-Oxford-Jacksonville, AL",49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,"48,790"
857,AL,11500,"Anniston-Oxford-Jacksonville, AL",49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,"49,520"
858,AL,11500,"Anniston-Oxford-Jacksonville, AL",49-3021,Automotive Body and Related Repairers,detailed,"42,200"
859,AL,11500,"Anniston-Oxford-Jacksonville, AL",49-3023,Automotive Service Technicians and Mechanics,detailed,"40,180"
860,AL,11500,"Anniston-Oxford-Jacksonville, AL",49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,"30,150"
861,AL,11500,"Anniston-Oxford-Jacksonville, AL",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,"48,900"
862,AL,11500,"Anniston-Oxford-Jacksonville, AL",49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,"27,550"
863,AL,11500,"Anniston-Oxford-Jacksonville, AL",49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,"47,930"
864,AL,11500,"Anniston-Oxford-Jacksonville, AL",49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,"32,780"
865,AL,11500,"Anniston-Oxford-Jacksonville, AL",49-9041,Industrial Machinery Mechanics,detailed,"49,650"
866,AL,11500,"Anniston-Oxford-Jacksonville, AL",49-9071,"Maintenance and Repair Workers, General",detailed,"37,550"
867,AL,11500,"Anniston-Oxford-Jacksonville, AL",49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,"22,830"
868,AL,11500,"Anniston-Oxford-Jacksonville, AL",49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,"43,120"
869,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-0000,Production Occupations,major,"34,320"
870,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-1011,First-Line Supervisors of Production and Operating Workers,detailed,"61,370"
871,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-2041,Structural Metal Fabricators and Fitters,detailed,"31,820"
872,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-2092,Team Assemblers,detailed,"30,660"
873,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-3021,Butchers and Meat Cutters,detailed,"29,900"
874,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,"27,910"
